,Index,Data,Hour,Energy,Solar_position,Solar_height,Cloud,UV_Index,Temperature,Precip,Humidity
897,2020-03-09_9,2020-03-09,9,3186.54,131.27704104528962,24.33346999527996,0.0,2,3,0.0,69
898,2020-03-09_10,2020-03-09,10,3535.94,146.55256530933394,30.711998014016558,0.0,2,4,0.0,71
899,2020-03-09_11,2020-03-09,11,3246.8,163.68481180523978,34.80864618319811,0.0,1,5,0.0,72
900,2020-03-09_12,2020-03-09,12,3555.51,182.00519647421612,36.034376336974674,0.0,2,6,0.0,74
901,2020-03-09_13,2020-03-09,13,2954.48,200.17635484901678,34.183083954606516,1.0,2,6,0.0,74
902,2020-03-09_14,2020-03-09,14,2070.97,216.95420563491047,29.562313629635238,4.0,2,6,0.0,74
903,2020-03-09_15,2020-03-09,15,1046.98,231.8436790954252,22.80444701819253,21.0,2,6,0.0,74
904,2020-03-09_16,2020-03-09,16,465.41,245.04398880104904,14.588015372908984,54.0,2,5,0.0,77
905,2020-03-09_17,2020-03-09,17,20.64,257.08424059153907,5.532271490265519,42.0,1,5,0.0,79
906,2020-03-09_18,2020-03-09,18,0.0,268.5846709892211,-4.207997572062428,10.0,1,4,0.0,81
907,2020-03-09_19,2020-03-09,19,0.0,280.19070418809304,-13.845061769030005,1.0,1,4,0.0,83
908,2020-03-09_20,2020-03-09,20,0.0,292.5938399277905,-23.118632293874732,3.0,1,3,0.0,85
909,2020-03-09_21,2020-03-09,21,0.0,306.5553995162585,-31.528739280866343,6.0,1,3,0.0,87
910,2020-03-09_22,2020-03-09,22,0.0,322.8142057172671,-38.40891916545217,8.0,1,2,0.0,85
911,2020-03-09_23,2020-03-09,23,0.0,341.67741753169327,-42.917708718303814,8.0,1,2,0.0,83
912,2020-03-10_0,2020-03-10,0,0.0,2.31007859412054,-44.25671262833777,8.0,1,2,0.0,81
913,2020-03-10_1,2020-03-10,1,0.0,22.685515200714434,-42.13508231769646,7.0,1,2,0.0,82
914,2020-03-10_2,2020-03-10,2,0.0,40.969915251004096,-36.998201051339045,14.0,1,2,0.0,82
915,2020-03-10_3,2020-03-10,3,0.0,56.642402306603095,-29.68919456247107,24.0,1,2,0.0,83
916,2020-03-10_4,2020-03-10,4,0.0,70.16720121466673,-21.016607563846133,43.0,1,2,0.0,84
917,2020-03-10_5,2020-03-10,5,0.0,82.30917847853863,-11.602497352118553,64.0,1,3,0.0,85
918,2020-03-10_6,2020-03-10,6,38.93,93.81494005407066,-1.9176769578486133,78.0,1,3,0.0,85
919,2020-03-10_7,2020-03-10,7,285.25,105.36283833052728,7.751056620177036,82.0,1,4,0.0,82
920,2020-03-10_8,2020-03-10,8,537.58,117.59516605281021,16.714588996358646,76.0,2,5,0.0,78
921,2020-03-10_9,2020-03-10,9,2596.76,131.12894463377572,24.70643441718841,25.0,2,6,0.0,75
922,2020-03-10_10,2020-03-10,10,2019.46,146.45945105737468,31.10064541715499,10.0,2,7,0.0,71
923,2020-03-10_11,2020-03-10,11,3583.62,163.67514835680598,35.20545686991327,15.0,3,8,0.0,67
924,2020-03-10_12,2020-03-10,12,2523.02,182.0964541084195,36.42445123867294,16.0,3,9,0.0,63
925,2020-03-10_13,2020-03-10,13,2468.14,200.35916292032462,34.5502881514901,17.0,3,9,0.0,60
926,2020-03-10_14,2020-03-10,14,1296.44,217.19901696005826,29.89760122185064,22.0,3,9,0.0,58
927,2020-03-10_15,2020-03-10,15,900.65,232.12135358397325,23.10805508125389,26.0,3,9,0.0,56
928,2020-03-10_16,2020-03-10,16,436.03,245.3364734179982,14.865960563779302,46.0,3,8,0.0,58
929,2020-03-10_17,2020-03-10,17,55.32,257.3836200642388,5.789834425027242,95.0,3,7,0.0,61
930,2020-03-10_18,2020-03-10,18,0.0,268.8888561079208,-3.9511622190651248,96.0,1,6,0.0,64
931,2020-03-10_19,2020-03-10,19,0.0,280.4994775533386,-13.584152515496829,98.0,1,6,0.0,66
932,2020-03-10_20,2020-03-10,20,0.0,292.90496090379395,-22.842870061376885,98.0,1,5,0.0,69
933,2020-03-10_21,2020-03-10,21,0.0,306.8591145311052,-31.227271575718394,99.0,1,4,0.0,71
934,2020-03-10_22,2020-03-10,22,0.0,323.08547009919505,-38.07312640436077,99.0,1,4,0.0,73
935,2020-03-10_23,2020-03-10,23,0.0,341.8725186681936,-42.54670518115964,99.0,1,4,0.0,75
936,2020-03-11_0,2020-03-11,0,0.0,2.386359532241954,-43.86274788764781,99.0,1,4,0.0,78
937,2020-03-11_1,2020-03-11,1,0.0,22.638909307490174,-41.73879447526368,98.0,1,4,0.0,79
938,2020-03-11_2,2020-03-11,2,0.0,40.83601936922233,-36.61507366000585,95.0,1,5,0.2,81
939,2020-03-11_3,2020-03-11,3,0.0,56.46199017725535,-29.323598430903463,99.0,1,5,0.2,83
940,2020-03-11_4,2020-03-11,4,0.0,69.96711313956651,-20.665352578840693,99.0,1,5,0.1,84
941,2020-03-11_5,2020-03-11,5,0.0,82.10352859270407,-11.25934802025911,96.0,1,5,0.6,85
942,2020-03-11_6,2020-03-11,6,0.0,93.611230921666,-1.5756860368223218,89.0,2,6,0.8,87
943,2020-03-11_7,2020-03-11,7,0.38,105.16702830032496,8.094388759904575,84.0,2,6,0.4,87
944,2020-03-11_8,2020-03-11,8,69.42,117.4157533353183,17.072590230613873,81.0,2,7,0.4,88
945,2020-03-11_9,2020-03-11,9,87.33,130.98087912514444,25.080629015772963,73.0,2,8,0.6,89
946,2020-03-11_10,2020-03-11,10,373.34,146.36676444050923,31.49045594992825,56.0,2,9,0.3,88
947,2020-03-11_11,2020-03-11,11,278.68,163.66688939088004,35.60328412266164,51.0,2,9,0.5,87
948,2020-03-11_12,2020-03-11,12,347.3,182.19037766809475,36.815195732493024,36.0,3,10,0.7,86
949,2020-03-11_13,2020-03-11,13,805.69,200.54543363589383,34.91765635056864,18.0,3,10,0.3,87
950,2020-03-11_14,2020-03-11,14,775.99,217.44728249516282,30.232603008683395,10.0,3,10,0.6,87
951,2020-03-11_15,2020-03-11,15,1160.98,232.4019839642041,23.411140688307995,12.0,3,10,0.8,88
952,2020-03-11_16,2020-03-11,16,318.55,245.6313082887159,15.143384040280866,26.0,2,10,0.4,89
953,2020-03-11_17,2020-03-11,17,7.84,257.6848021539441,6.0473344499861375,40.0,2,9,0.8,89
954,2020-03-11_18,2020-03-11,18,0.0,269.19436689799244,-3.6945205959034753,49.0,1,9,1.0,90
955,2020-03-11_19,2020-03-11,19,0.0,280.8091223845148,-13.323146194645359,58.0,1,8,0.5,90
956,2020-03-11_20,2020-03-11,20,0.0,293.21646248575587,-22.566709323055854,64.0,1,8,0.4,90
957,2020-03-11_21,2020-03-11,21,0.0,307.1626695024719,-30.92515408281413,67.0,1,8,0.5,91
958,2020-03-11_22,2020-03-11,22,0.0,323.35615986717653,-37.736555960019345,70.0,1,8,0.3,90
959,2020-03-11_23,2020-03-11,23,0.0,342.06725989788094,-42.17492687352139,76.0,1,7,0.2,90
960,2020-03-12_0,2020-03-12,0,0.0,2.4634284943130065,-43.46797431006834,82.0,1,7,0.4,89
961,2020-03-12_1,2020-03-12,1,0.0,22.59433306734016,-41.341465251468655,89.0,1,7,0.2,89
962,2020-03-12_2,2020-03-12,2,0.0,40.70454576658233,-36.2305973461161,96.0,1,7,0.1,89
963,2020-03-12_3,2020-03-12,3,0.0,56.283686555143916,-28.956460109281217,97.0,1,7,0.1,89
964,2020-03-12_4,2020-03-12,4,0.0,69.76859213333996,-20.31251695191907,98.0,1,7,0.1,88
965,2020-03-12_5,2020-03-12,5,0.0,81.89892253027409,-10.914688183171906,96.0,1,7,0.0,88
966,2020-03-12_6,2020-03-12,6,0.64,93.4081219658531,-1.232308071868054,88.0,2,7,0.0,87
967,2020-03-12_7,2020-03-12,7,63.84,104.9714592915563,8.439250946748908,49.0,2,8,0.0,83
968,2020-03-12_8,2020-03-12,8,468.17,117.23633143419235,17.431775986608642,9.0,2,10,0.0,78
969,2020-03-12_9,2020-03-12,9,2223.2,130.83276463483773,25.455914305358604,1.0,3,11,0.0,73
970,2020-03-12_10,2020-03-12,10,2018.26,146.27440913386596,31.88130160785831,3.0,3,12,0.0,69
971,2020-03-12_11,2020-03-12,11,2734.96,163.65993325329234,36.00201540880961,5.0,3,13,0.0,65
972,2020-03-12_12,2020-03-12,12,3109.92,182.28686937440116,37.20651391942613,5.0,3,14,0.0,61
973,2020-03-12_13,2020-03-12,13,1491.41,200.73506499037163,35.285109924200285,6.0,3,14,0.0,60
974,2020-03-12_14,2020-03-12,14,536.7,217.69888604994568,30.56726003794441,17.0,3,14,0.0,59
975,2020-03-12_15,2020-03-12,15,287.75,232.685442217463,23.713665107172922,27.0,3,14,0.0,58
976,2020-03-12_16,2020-03-12,16,140.4,245.92836003066398,15.4202631096441,30.0,3,13,0.0,61
977,2020-03-12_17,2020-03-12,17,30.74,257.98765136427824,6.304729670095728,34.0,3,13,0.0,64
978,2020-03-12_18,2020-03-12,18,0.0,269.5010653498003,-3.438074131931197,52.0,1,12,0.0,66
979,2020-03-12_19,2020-03-12,19,0.0,281.1194958121501,-13.062043717925606,67.0,1,11,0.0,69
980,2020-03-12_20,2020-03-12,20,0.0,293.5281946419843,-22.290157276366816,68.0,1,10,0.0,72
981,2020-03-12_21,2020-03-12,21,0.0,307.4659075037493,-30.622407777888338,54.0,1,9,0.0,75
982,2020-03-12_22,2020-03-12,22,0.0,323.62611544754105,-37.39924960602894,40.0,1,9,0.0,78
983,2020-03-12_23,2020-03-12,23,0.0,342.2614808977018,-41.80244080361988,38.0,1,8,0.9,81
984,2020-03-13_0,2020-03-13,0,0.0,2.5411199859588858,-43.07248635025047,59.0,1,7,1.7,85
985,2020-03-13_1,2020-03-13,1,0.0,22.551630160816394,-40.9432159288945,76.0,1,7,0.9,84
986,2020-03-13_2,2020-03-13,2,0.0,40.575373298142246,-35.8449124309515,87.0,1,6,0.3,84
987,2020-03-13_3,2020-03-13,3,0.0,56.10740884721311,-28.587928710340794,90.0,1,6,0.4,84
988,2020-03-13_4,2020-03-13,4,0.0,69.57158162807157,-19.958252116313904,86.0,1,6,0.2,82
989,2020-03-13_5,2020-03-13,5,0.0,81.69531649633275,-10.568668907986387,91.0,1,5,0.0,81
990,2020-03-13_6,2020-03-13,6,2.16,93.20557209740619,-0.8876928567293453,97.0,1,5,0.0,80
991,2020-03-13_7,2020-03-13,7,88.1,104.77608499037731,8.785471625361847,84.0,2,5,0.0,75
992,2020-03-13_8,2020-03-13,8,674.59,117.05684181880324,17.7920000124588,34.0,2,6,0.0,70
993,2020-03-13_9,2020-03-13,9,1421.41,130.68452519149258,25.83215154428939,13.0,2,7,0.0,64
994,2020-03-13_10,2020-03-13,10,1231.0,146.18229274066059,32.27305457259239,21.0,2,7,0.0,59
995,2020-03-13_11,2020-03-13,11,1444.85,163.65418220012918,36.40153774793219,29.0,2,8,0.1,54
996,2020-03-13_12,2020-03-13,12,2284.83,182.3858353060397,37.59830875463712,30.0,2,8,0.1,49
997,2020-03-13_13,2020-03-13,13,3021.33,200.92795838302465,35.652568409845244,18.0,2,8,0.0,47
998,2020-03-13_14,2020-03-13,14,2423.25,217.95371431477238,30.901510902788214,10.0,2,8,0.0,46
999,2020-03-13_15,2020-03-13,15,1299.74,232.97160303533315,24.01558653212023,12.0,2,8,0.0,45
1000,2020-03-13_16,2020-03-13,16,271.13,246.22749807234945,15.69657143379334,12.0,2,8,0.0,49
1001,2020-03-13_17,2020-03-13,17,42.88,258.2920352580518,6.561977616883468,10.0,3,7,0.0,53
1002,2020-03-13_18,2020-03-13,18,0.0,269.8088169310724,-3.181829442954513,10.0,1,6,0.0,58
1003,2020-03-13_19,2020-03-13,19,0.0,281.4304591647521,-12.800851779177293,23.0,1,5,0.0,61
1004,2020-03-13_20,2020-03-13,20,0.0,293.84001276816747,-22.01322732356079,51.0,1,4,0.0,65
1005,2020-03-13_21,2020-03-13,21,0.0,307.76867897538045,-30.31905991051502,57.0,1,4,0.0,68
1006,2020-03-13_22,2020-03-13,22,0.0,323.895187232462,-37.06125483007594,41.0,1,3,0.0,70
1007,2020-03-13_23,2020-03-13,23,0.0,342.45503390249456,-41.4293182760628,24.0,1,3,0.0,73
1008,2020-03-14_0,2020-03-14,0,0.0,2.6192824487199573,-42.67638061966115,15.0,1,3,0.1,75
1009,2020-03-14_1,2020-03-14,1,0.0,22.51065712862755,-40.544167740990375,16.0,1,2,0.0,77
1010,2020-03-14_2,2020-03-14,2,0.0,40.44839105197372,-35.45815762417785,33.0,1,2,0.0,79
1011,2020-03-14_3,2020-03-14,3,0.0,55.93308258123764,-28.218150867227227,39.0,1,2,0.0,81
1012,2020-03-14_4,2020-03-14,4,0.0,69.37603212371481,-19.60270657099165,35.0,1,1,0.0,81
1013,2020-03-14_5,2020-03-14,5,0.0,81.4926734538072,-10.221438121165649,36.0,1,0,0.1,82
1014,2020-03-14_6,2020-03-14,6,23.53,93.0035471199276,0.018148069794067908,30.0,1,-1,0.1,82
1015,2020-03-14_7,2020-03-14,7,1050.12,104.58086637967271,9.132884599956213,17.0,1,0,0.1,79
1016,2020-03-14_8,2020-03-14,8,2216.64,116.87723378547494,18.153118507906566,18.0,1,0,0.1,76
1017,2020-03-14_9,2020-03-14,9,791.51,130.5360931245821,26.209203543372702,18.0,1,0,0.1,73
1018,2020-03-14_10,2020-03-14,10,1692.87,146.0903314200192,32.66558744871305,14.0,1,1,0.0,70
1019,2020-03-14_11,2020-03-14,11,2558.0,163.64954706859174,36.80173724616692,13.0,1,2,0.1,66
1020,2020-03-14_12,2020-03-14,12,1830.06,182.48718974281303,37.9904808531491,14.0,1,2,0.1,63
1021,2020-03-14_13,2020-03-14,13,1965.72,201.12402229636157,36.01994770283654,14.0,1,3,0.0,60
1022,2020-03-14_14,2020-03-14,14,1635.98,218.21165978622608,31.23528952294116,14.0,1,3,0.0,56
1023,2020-03-14_15,2020-03-14,15,593.88,233.2603461294314,24.31685764281398,15.0,1,3,0.0,53
1024,2020-03-14_16,2020-03-14,16,383.87,246.5285965405594,15.972276500247428,15.0,1,3,0.0,55
1025,2020-03-14_17,2020-03-14,17,40.03,258.5978260963797,6.819032243372664,11.0,1,2,0.0,57
1026,2020-03-14_18,2020-03-14,18,0.0,270.1174921219944,-2.9258007525626137,8.0,1,2,0.0,59
1027,2020-03-14_19,2020-03-14,19,0.0,281.74187952256017,-12.539585126372971,6.0,1,1,0.0,59
1028,2020-03-14_20,2020-03-14,20,0.0,294.1517793668959,-21.73594112972113,4.0,1,1,0.0,60
1029,2020-03-14_21,2020-03-14,21,0.0,308.0708436197067,-30.015145778001838,3.0,1,0,0.0,60
1030,2020-03-14_22,2020-03-14,22,0.0,324.16323771140554,-36.722626240049074,2.0,1,0,0.0,61
1031,2020-03-14_23,2020-03-14,23,0.0,342.64778599885517,-41.05563586530944,1.0,1,0,0.0,62
1032,2020-03-15_0,2020-03-15,0,0.0,2.6977805835598474,-42.279756415307936,1.0,1,-1,0.0,62
1033,2020-03-15_1,2020-03-15,1,0.0,22.471285638971015,-40.144441997329686,0.0,1,-1,0.0,63
1034,2020-03-15_2,2020-03-15,2,0.0,40.32350044636479,-35.070469825881766,0.0,1,-1,0.0,64
1035,2020-03-15_3,2020-03-15,3,0.0,55.76064325205539,-27.847270316875008,0.0,1,-2,0.0,66
1036,2020-03-15_4,2020-03-15,4,0.0,69.18190278985092,-19.246025344513022,0.0,1,-1,0.0,65
1037,2020-03-15_5,2020-03-15,5,0.0,81.29096453822038,-9.873140028722752,0.0,1,-1,0.0,64
1038,2020-03-15_6,2020-03-15,6,217.37,92.8020210231495,0.30946999873059633,0.0,2,-1,0.0,64
1039,2020-03-15_7,2020-03-15,7,1732.27,104.38577296912544,9.48132924851117,0.0,2,1,0.0,57
1040,2020-03-15_8,2020-03-15,8,2703.22,116.69746567115999,18.51499053937817,0.0,2,2,0.0,49
1041,2020-03-15_9,2020-03-15,9,3306.34,130.38741029069726,26.586934956740194,0.0,2,4,0.0,42
1042,2020-03-15_10,2020-03-15,10,3606.0,145.99845110644517,33.0587733941125,0.0,3,6,0.0,37
1043,2020-03-15_11,2020-03-15,11,3663.12,163.64594841467894,37.20249905408517,0.0,3,8,0.0,32
1044,2020-03-15_12,2020-03-15,12,3468.39,182.5908560967204,38.38292830043966,0.0,3,9,0.0,27
1045,2020-03-15_13,2020-03-15,13,3032.76,201.32317292984013,36.38715978920281,0.0,4,10,0.0,27
1046,2020-03-15_14,2020-03-15,14,2371.5,218.4726211480694,31.568524875099254,0.0,4,11,0.0,28
1047,2020-03-15_15,2020-03-15,15,1470.25,233.55155644045186,24.61742538783475,0.0,4,12,0.0,28
1048,2020-03-15_16,2020-03-15,16,477.36,246.83153436826458,16.247339479223974,0.0,4,11,0.0,33
1049,2020-03-15_17,2020-03-15,17,33.75,258.9049008867654,7.07584342833485,0.0,3,10,0.0,37
1050,2020-03-15_18,2020-03-15,18,0.0,270.4269664214399,-2.6700098180856706,7.0,1,9,0.0,42
1051,2020-03-15_19,2020-03-15,19,0.0,282.0536296770753,-12.278266377617678,60.0,1,8,0.0,44
1052,2020-03-15_20,2020-03-15,20,0.0,294.46336392467987,-21.458328328010843,94.0,1,6,0.0,46
1053,2020-03-15_21,2020-03-15,21,0.0,308.3722701111805,-29.710708331002827,93.0,1,5,0.0,49
1054,2020-03-15_22,2020-03-15,22,0.0,324.4301408790707,-36.3834251147732,90.0,1,4,0.0,49
1055,2020-03-15_23,2020-03-15,23,0.0,342.83961811193024,-40.68147500545219,87.0,1,3,0.0,49
1056,2020-03-16_0,2020-03-16,0,0.0,2.776494008565976,-41.882715467655046,69.0,1,3,0.0,50
1057,2020-03-16_1,2020-03-16,1,0.0,22.43340110128787,-39.74416004480613,58.0,1,2,0.0,49
1058,2020-03-16_2,2020-03-16,2,0.0,40.20061399795668,-34.681984266095064,68.0,1,1,0.0,47
1059,2020-03-16_3,2020-03-16,3,0.0,55.59003522626285,-27.475428163177433,55.0,1,1,0.0,46
1060,2020-03-16_4,2020-03-16,4,0.0,68.98916043194292,-18.888350345100392,52.0,1,1,0.0,45
1061,2020-03-16_5,2020-03-16,5,0.0,81.09016803333863,-9.523915518699221,58.0,1,1,0.0,45
1062,2020-03-16_6,2020-03-16,6,249.91,92.6009749272154,0.6068608870344612,49.0,2,1,0.0,44
1063,2020-03-16_7,2020-03-16,7,1697.49,104.19078167069584,9.83064987480541,48.0,2,3,0.0,45
1064,2020-03-16_8,2020-03-16,8,2594.21,116.51750362201507,18.87747770654979,69.0,2,4,0.0,45
1065,2020-03-16_9,2020-03-16,9,3320.11,130.2384266939768,26.96521206738516,84.0,3,6,0.0,46
1066,2020-03-16_10,2020-03-16,10,3025.55,145.90658595863718,33.45248608789833,95.0,3,7,0.0,44
1067,2020-03-16_11,2020-03-16,11,2111.74,163.6433148096139,37.60370758629266,98.0,2,8,0.0,42
1068,2020-03-16_12,2020-03-16,12,2510.94,182.69676513985817,38.77554717641287,98.0,2,9,0.0,41
1069,2020-03-16_13,2020-03-16,13,3385.73,201.52533249245246,36.75411358472361,98.0,2,9,0.0,40
1070,2020-03-16_14,2020-03-16,14,2385.01,218.73650173488477,31.901142110471238,97.0,3,9,0.0,40
1071,2020-03-16_15,2020-03-16,15,1072.06,233.84512281546074,24.91723231141274,94.0,3,9,0.0,40
1072,2020-03-16_16,2020-03-16,16,313.04,247.13619414223012,16.52171668901417,94.0,3,8,0.0,44
1073,2020-03-16_17,2020-03-16,17,36.48,259.2131403249836,7.332358151907903,79.0,3,7,0.0,49
1074,2020-03-16_18,2020-03-16,18,0.0,270.7371193037785,-2.414484263610749,44.0,1,6,0.0,54
1075,2020-03-16_19,2020-03-16,19,0.0,282.3655870168339,-12.016924315044374,63.0,1,5,0.0,58
1076,2020-03-16_20,2020-03-16,20,0.0,294.77464161089125,-21.18042481638367,86.0,1,4,0.0,62
1077,2020-03-16_21,2020-03-16,21,0.0,308.6728344445451,-29.405796536592803,37.0,1,3,0.0,67
1078,2020-03-16_22,2020-03-16,22,0.0,324.69578003160575,-36.04371794100042,7.0,1,2,0.0,67
1079,2020-03-16_23,2020-03-16,23,0.0,343.03042215582815,-40.306920868744186,19.0,1,2,0.0,68
1080,2020-03-17_0,2020-03-17,0,0.0,2.855313982125097,-41.485361321175105,33.0,1,2,0.0,69
1081,2020-03-17_1,2020-03-17,1,0.0,22.39689943975989,-39.343443184798495,11.0,1,1,0.0,68
1082,2020-03-17_2,2020-03-17,2,0.0,40.079652442565425,-34.29283485520565,5.0,1,1,0.0,68
1083,2020-03-17_3,2020-03-17,3,0.0,55.42120921375603,-27.1027635215694,14.0,1,1,0.0,67
1084,2020-03-17_4,2020-03-17,4,0.0,68.79777721635607,-18.52982117774711,6.0,1,1,0.0,67
1085,2020-03-17_5,2020-03-17,5,0.0,80.89026723872914,-9.17390305963511,0.0,1,2,0.0,66
1086,2020-03-17_6,2020-03-17,6,217.34,92.40039499062107,0.910829891179252,0.0,2,2,0.0,66
1087,2020-03-17_7,2020-03-17,7,1510.85,103.99587465937628,10.180694645696764,0.0,2,3,0.0,64
1088,2020-03-17_8,2020-03-17,8,2424.14,116.33731933184772,19.2404434337558,0.0,1,5,0.0,63
1089,2020-03-17_9,2020-03-17,9,3006.6,130.0890980382511,27.34390230817192,0.0,2,6,0.0,61
1090,2020-03-17_10,2020-03-17,10,3302.92,145.81467569620813,33.84659957663609,0.0,2,8,0.0,58
1091,2020-03-17_11,2020-03-17,11,3403.16,163.64158001840914,38.00524678629841,0.0,3,9,0.0,56
1092,2020-03-17_12,2020-03-17,12,3181.7,182.80485220887218,39.168232291536754,0.0,4,11,0.0,54
1093,2020-03-17_13,2020-03-17,13,2817.7,201.7304266479184,37.120716115552725,0.0,4,12,0.0,54
1094,2020-03-17_14,2020-03-17,14,2202.34,219.00320735425962,32.233064082955096,0.0,4,12,0.0,53
1095,2020-03-17_15,2020-03-17,15,1349.93,234.14093619481312,25.21621831504095,2.0,4,13,0.0,53
1096,2020-03-17_16,2020-03-17,16,446.1,247.44246055907462,16.795361489619314,5.0,4,12,0.0,57
1097,2020-03-17_17,2020-03-17,17,43.79,259.5224274131517,7.588522123862965,3.0,4,11,0.0,61
1098,2020-03-17_18,2020-03-17,18,0.0,271.0478328941507,-2.1592555755079315,2.0,1,10,0.0,65
1099,2020-03-17_19,2020-03-17,19,0.0,282.67763214283764,-11.755591894986875,3.0,1,9,0.0,67
1100,2020-03-17_20,2020-03-17,20,0.0,295.0854917024098,-20.902270829790982,10.0,1,9,0.0,69
1101,2020-03-17_21,2020-03-17,21,0.0,308.9724180092453,-29.10046358585163,26.0,1,8,0.0,71
1102,2020-03-17_22,2020-03-17,22,0.0,324.9600453201624,-35.703574870391435,46.0,1,8,0.0,73
1103,2020-03-17_23,2020-03-17,23,0.0,343.22009801296065,-39.9320612284216,42.0,1,8,0.0,75
1104,2020-03-18_0,2020-03-18,0,0.0,2.9341400434662996,-41.087798738572886,25.0,1,8,0.0,77
1105,2020-03-18_1,2020-03-18,1,0.0,22.361683844298113,-38.94241262969943,47.0,1,7,0.0,78
1106,2020-03-18_2,2020-03-18,2,0.0,39.960541876976094,-33.90315457247832,79.0,1,7,0.0,79
1107,2020-03-18_3,2020-03-18,3,0.0,55.25411979385859,-26.729414190700822,67.0,1,6,0.0,80
1108,2020-03-18_4,2020-03-18,4,0.0,68.60772846701755,-18.17057598185601,49.0,1,6,0.0,81
1109,2020-03-18_5,2020-03-18,5,0.0,80.69124842521119,-8.82323961438668,67.0,1,6,0.0,81
1110,2020-03-18_6,2020-03-18,6,235.31,92.20027043445292,1.2210231716055129,70.0,3,6,0.0,82
1111,2020-03-18_7,2020-03-18,7,982.54,103.80103738566591,10.531314562931472,58.0,3,7,0.0,77
1112,2020-03-18_8,2020-03-18,8,1914.99,116.15688795986016,19.60375226471965,13.0,3,9,0.0,72
1113,2020-03-18_9,2020-03-18,9,2898.56,129.93938348452238,27.722873770587203,4.0,4,10,0.0,68
1114,2020-03-18_10,2020-03-18,10,3223.23,145.72266316479195,34.240988081551706,10.0,4,12,0.0,64
1115,2020-03-18_11,2020-03-18,11,3321.98,163.64068043517688,38.4070003162154,9.0,4,13,0.0,60
1116,2020-03-18_12,2020-03-18,12,3120.08,182.9150546852843,39.560877798568676,2.0,4,14,0.0,56
1117,2020-03-18_13,2020-03-18,13,2137.67,201.9383822377927,37.48687351749405,4.0,4,14,0.0,57
1118,2020-03-18_14,2020-03-18,14,1933.11,219.2726443710025,32.56421263981625,3.0,4,15,0.0,58
1119,2020-03-18_15,2020-03-18,15,1301.46,234.43888804487472,25.514322127607823,0.0,4,15,0.0,59
1120,2020-03-18_16,2020-03-18,16,415.72,247.75021911131032,17.06822583976062,1.0,4,14,0.0,63
1121,2020-03-18_17,2020-03-18,17,50.29,259.83264628995977,7.844281102360929,38.0,4,13,0.0,67
1122,2020-03-18_18,2020-03-18,18,0.0,271.358990847516,-1.904357485588148,72.0,1,13,0.0,72
1123,2020-03-18_19,2020-03-18,19,0.0,282.9896477109839,-11.494304665402785,33.0,1,12,0.0,75
1124,2020-03-18_20,2020-03-18,20,0.0,295.3957962915804,-20.623909432317127,13.0,1,11,0.0,79
1125,2020-03-18_21,2020-03-18,21,0.0,309.27090603147633,-28.79476550959244,39.0,1,10,0.0,83
1126,2020-03-18_22,2020-03-18,22,0.0,325.22283180239606,-35.36306854503872,62.0,1,9,0.0,80
1127,2020-03-18_23,2020-03-18,23,0.0,343.4085511719444,-39.55698561130069,92.0,1,9,0.0,78
1128,2020-03-19_0,2020-03-19,0,0.0,3.012877441390657,-40.690133276414784,94.0,1,8,0.0,75
1129,2020-03-19_1,2020-03-19,1,0.0,22.327662327789174,-38.541189497607654,88.0,1,8,0.0,76
1130,2020-03-19_2,2020-03-19,2,0.0,39.843211631829746,-33.513075783783734,67.0,1,7,0.0,77
1131,2020-03-19_3,2020-03-19,3,0.0,55.0887235842889,-26.355517180270787,84.0,1,7,0.0,78
1132,2020-03-19_4,2020-03-19,4,0.0,68.41899104528596,-17.810752077001354,91.0,1,7,0.0,79
1133,2020-03-19_5,2020-03-19,5,0.0,80.4930993408281,-8.472061335890222,84.0,1,7,0.0,80
1134,2020-03-19_6,2020-03-19,6,228.19,92.00059209852823,1.5367327741230834,74.0,3,7,0.0,81
1135,2020-03-19_7,2020-03-19,7,1241.62,103.60625711788492,10.882362649223255,71.0,3,9,0.0,76
1136,2020-03-19_8,2020-03-19,8,2252.72,115.97618660646532,19.96726931710911,70.0,4,10,0.0,72
1137,2020-03-19_9,2020-03-19,9,2921.91,129.78924400757887,28.10199482015265,71.0,4,12,0.0,68
1138,2020-03-19_10,2020-03-19,10,3312.95,145.63049254103467,34.635525835779426,74.0,4,13,0.0,64
1139,2020-03-19_11,2020-03-19,11,3428.77,163.6405531676112,38.80885167775267,72.0,4,14,0.0,60
1140,2020-03-19_12,2020-03-19,12,3252.68,183.02731009608127,39.95337763094446,66.0,5,16,0.0,56
1141,2020-03-19_13,2020-03-19,13,2768.78,202.1491255708516,37.852491764749686,65.0,5,16,0.0,56
1142,2020-03-19_14,2020-03-19,14,1624.53,219.54471828328056,32.89450956304955,51.0,5,16,0.0,56
1143,2020-03-19_15,2020-03-19,15,685.63,234.73886920091599,25.81148237539865,57.0,5,16,0.0,57
1144,2020-03-19_16,2020-03-19,16,436.24,248.05935511954144,17.340261427018856,65.0,4,15,0.0,61
1145,2020-03-19_17,2020-03-19,17,36.78,260.1436813758072,8.099581813214217,65.0,4,14,0.0,66
1146,2020-03-19_18,2020-03-19,18,0.0,271.6704775321806,-1.6498248102497255,63.0,1,13,0.0,71
1147,2020-03-19_19,2020-03-19,19,0.0,283.30151758461835,-11.233099627988544,59.0,1,12,0.0,73
